filename,scenario_tag,camera,split,date,source_title,source_url,notes
internet_beans/internet_beans_001.jpg,internet_beans,internet,dev,2026-09-10,File:Roasted Coffee Beans Texture.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/53/Roasted_Coffee_Beans_Texture.jpg/1280px-Roasted_Coffee_Beans_Texture.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_002.jpg,internet_beans,internet,dev,2026-09-10,File:Roasted coffee beans (Unsplash).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/Roasted_coffee_beans_%28Unsplash%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_003.jpg,internet_beans,internet,holdout,2026-09-10,File:Macro close up look of roasted coffee beans.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/Macro_close_up_look_of_roasted_coffee_beans.jpg/1280px-Macro_close_up_look_of_roasted_coffee_beans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_005.jpg,internet_beans,internet,dev,2026-09-10,"File:Peaberry coffee beans, close up.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Peaberry_coffee_beans%2C_close_up.jpg/1280px-Peaberry_coffee_beans%2C_close_up.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_008.jpg,internet_beans,internet,dev,2026-09-10,File:Coffee beans2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/Coffee_beans2.jpg/1280px-Coffee_beans2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_014.jpg,internet_beans,internet,dev,2026-09-10,File:Roasted coffee beans.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/Roasted_coffee_beans.jpg/1280px-Roasted_coffee_beans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_015.jpg,internet_beans,internet,holdout,2026-09-10,File:Roasted arabica coffee beans Minca.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/Roasted_arabica_coffee_beans_Minca.jpg/1280px-Roasted_arabica_coffee_beans_Minca.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_016.jpg,internet_beans,internet,holdout,2026-09-10,File:Coffee beans Philippines CNE.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/Coffee_beans_Philippines_CNE.jpg/1280px-Coffee_beans_Philippines_CNE.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_017.jpg,internet_beans,internet,holdout,2026-09-10,File:Espresso-roasted coffee beans (cropped).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/Espresso-roasted_coffee_beans_%28cropped%29.jpg/1280px-Espresso-roasted_coffee_beans_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_018.jpg,internet_beans,internet,dev,2026-09-10,File:Dark roasted espresso blend coffee beans 2.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/Dark_roasted_espresso_blend_coffee_beans_2.jpg/1280px-Dark_roasted_espresso_blend_coffee_beans_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_019.jpg,internet_beans,internet,dev,2026-09-10,File:Dark roasted espresso blend coffee beans 1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Dark_roasted_espresso_blend_coffee_beans_1.jpg/1280px-Dark_roasted_espresso_blend_coffee_beans_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
internet_beans/internet_beans_020.jpg,internet_beans,internet,holdout,2026-09-10,File:Roasted Coffee Beans.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/Roasted_Coffee_Beans.jpg/1280px-Roasted_Coffee_Beans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,in-distribution positive (contains coffee beans)
